0.341796875, 0.7197265625, 0.64453125
0.34765625, 0.724609375, 0.6484375
0.34765625, 0.724609375, 0.6484375
0.724609375, 8.166015625, 7.02734375
0.7255859375, 4.8427734375, 7.03515625
0.7255859375, 8.177734375, 7.0390625
0.341796875, 0.7138671875, 0.642578125
0.724609375, 8.162109375, 7.0224609375
0.7255859375, 8.169921875, 7.03125
0.341796875, 0.7138671875, 0.486328125
0.341796875, 0.7138671875, 0.41796875
0.2998046875, 0.5087890625, 0.41796875
0.3359375, 0.6591796875, 0.41796875
0.3359375, 0.6591796875, 0.41796875
0.7001953125, 5.138671875, 1.0625
18.5234375, 109.2470703125, 1.703125
18.4375, 21.2109375, 1.6171875
18.4736328125, 21.2724609375, 1.6240234375
18.4931640625, 21.2998046875, 1.6259765625
18.5146484375, 21.3232421875, 1.6318359375
18.5361328125, 21.365234375, 4.583984375
18.8154296875, 21.66015625, 4.78125
18.8154296875, 21.66015625, 4.7822265625
1.259765625, 0.7099609375, 0.525390625
1.265625, 0.7109375, 0.52734375
1.265625, 0.712890625, 0.5283203125
18.9189453125, 21.5107421875, 4.73828125
18.744140625, 21.701171875, 4.73828125
18.4375, 21.2109375, 4.5576171875
18.7197265625, 21.5068359375, 4.736328125
30.6875, 29.517578125, 5.2158203125
31.837890625, 30.52734375, 5.306640625
34.09375, 33.8955078125, 5.3193359375
34.12109375, 34.2470703125, 5.3271484375
34.1494140625, 34.41796875, 5.396484375
34.1689453125, 34.4775390625, 5.443359375
34.1875, 34.5537109375, 5.455078125
34.2041015625, 34.564453125, 5.5986328125
34.30859375, 34.634765625, 5.6015625
41.5947265625, 37.3359375, 5.6259765625
14.2109375, 9.455078125, 1.5595703125
17.638671875, 11.0361328125, 1.857421875
31.8173828125, 16.3603515625, 2.271484375
32.263671875, 17.19921875, 2.2783203125
32.49609375, 17.42578125, 2.3271484375
32.5068359375, 17.4775390625, 2.375
32.5830078125, 17.6044921875, 2.37890625
14.2109375, 26.6552734375, 1.5595703125
39.9150390625, 65.095703125, 2.513671875
40.484375, 66.140625, 2.662109375
26.0, 20.658203125, 2.6533203125
